Customer_ID,Customer_Name,Email,Phone_Number,Product,Quantity,Price_Per_Item,Total_Price,Purchase_Date,Season,Season_Number,Recency,Avg_Order_Value,Cluster_Label,Segment,Suggested_Campaign
892,April Patel MD,villanuevabeverly@smith-washington.info,460-604-6877x111,Blazer,1,735,735,2023-09-26,Autumn,3,551,735.0,2,Lost Customers,Re-engagement Emails & Offers
893,Jerry Bell,cmorales@yahoo.com,8019167986,Raincoat,2,549,1098,2024-07-01,Monsoon,4,272,549.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
894,Stephen Rose,anthonygarcia@hotmail.com,001-023-789-0195x198,Loafers,2,3666,7332,2023-10-28,Autumn,3,519,3666.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
895,Garrett Hernandez,bnorton@yahoo.com,451.495.4726,Cardigan,1,2317,2317,2023-11-22,Autumn,3,494,2317.0,2,Lost Customers,Re-engagement Emails & Offers
896,Brandi Richards,aburch@wood-mathis.com,+1-420-929-3787x60402,Jacket,5,2136,10680,2023-02-28,Winter,1,761,2136.0,2,Lost Customers,Re-engagement Emails & Offers
897,Mary Anderson,erikabutler@hotmail.com,925-822-9613x124,Scarf,3,2384,7152,2024-01-22,Winter,1,433,2384.0,2,Lost Customers,Re-engagement Emails & Offers
898,Sarah Massey,jason95@davis.info,1522100229,Jacket,2,1120,2240,2024-12-05,Winter,1,115,1120.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
899,Michael Roberts,lisadelacruz@watkins.com,746.119.7681,Raincoat,5,3878,19390,2025-07-15,Monsoon,4,-107,3878.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
900,Tonya Andrews,ndiaz@santos.com,711.984.0678x4322,Jacket,5,3492,17460,2023-01-03,Winter,1,817,3492.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
901,Jessica Frye,eugene10@rodriguez.com,591.357.9247,Sweater,2,1821,3642,2024-02-28,Winter,1,396,1821.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
902,Nicholas Barrett,dana76@smith-williamson.com,+1-152-662-8338x6227,Scarf,1,1035,1035,2023-12-13,Winter,1,473,1035.0,2,Lost Customers,Re-engagement Emails & Offers
903,Carolyn Smith,cbecker@murphy-bruce.com,480.554.3118x54030,Waterproof Shoes,5,711,3555,2023-06-15,Monsoon,4,654,711.0,2,Lost Customers,Re-engagement Emails & Offers
904,Mary Mendoza,daniel58@evans-parrish.com,(644)849-8423x21136,Raincoat,4,2777,11108,2024-08-19,Monsoon,4,223,2777.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
905,Kimberly Sandoval,owensraymond@gmail.com,431.792.2913x423,Boots,2,4141,8282,2024-02-28,Winter,1,396,4141.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
906,Rachel Cohen,dmooney@yahoo.com,478.447.8382,Jacket,2,615,1230,2023-01-28,Winter,1,792,615.0,2,Lost Customers,Re-engagement Emails & Offers
907,Amanda Stone,rebeccaflores@hotmail.com,146.638.6924x1653,Sunglasses,5,4229,21145,2023-06-01,Summer,0,668,4229.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
908,Diane Green,lewiswendy@harding.com,+1-875-977-1091x27278,Scarf,5,4677,23385,2024-12-06,Winter,1,114,4677.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
909,Roberto Green,millerjenna@calhoun.com,761-339-8677x896,Sweater,3,3542,10626,2023-12-15,Winter,1,471,3542.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
910,Mary Snyder,karenesparza@hotmail.com,+1-445-716-7709,Scarf,2,1490,2980,2024-02-15,Winter,1,409,1490.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
911,Alejandro Buchanan,tamara11@watts-mcdonald.net,(971)856-7867,Umbrella,4,1599,6396,2023-09-02,Monsoon,4,575,1599.0,2,Lost Customers,Re-engagement Emails & Offers
912,Danielle Mcgee,jenningskevin@turner.org,(794)016-4613x799,Light Jacket,1,4025,4025,2024-03-26,Spring,2,369,4025.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
913,Katherine Gray,charlessmith@hotmail.com,6206351803,Blazer,1,729,729,2023-11-18,Autumn,3,498,729.0,2,Lost Customers,Re-engagement Emails & Offers
914,Mary Boyd,bsellers@yahoo.com,001-953-620-6996x16560,Blazer,4,4340,17360,2024-10-06,Autumn,3,175,4340.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
915,Christopher Vasquez,patricia60@peck.com,4374208823,Scarf,4,1146,4584,2023-12-12,Winter,1,474,1146.0,2,Lost Customers,Re-engagement Emails & Offers
916,Monique Richards,cdunn@johnson.com,(417)843-2480x3315,Raincoat,1,2266,2266,2024-09-05,Monsoon,4,206,2266.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
917,Jonathan Cox,anna17@garcia-velasquez.com,106.029.3009x4926,Raincoat,5,4077,20385,2024-09-28,Monsoon,4,183,4077.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
918,Michael Bird,wrightmelissa@gmail.com,295-633-0782x83476,Raincoat,3,3772,11316,2023-06-22,Monsoon,4,647,3772.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
919,Sonia Hensley MD,kennethharris@hotmail.com,+1-386-557-2779,Boots,4,4596,18384,2023-12-28,Winter,1,458,4596.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
920,Lisa Richards,fhughes@hotmail.com,573.283.7751x300,Cardigan,1,4630,4630,2024-11-27,Autumn,3,123,4630.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
921,Renee Mccarty,beltranalicia@gmail.com,320.968.1273,Shorts,1,4020,4020,2023-08-20,Summer,0,588,4020.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
922,Sarah Roberts,cjordan@york.net,(414)669-8342x62024,Scarf,1,2346,2346,2023-12-14,Winter,1,472,2346.0,2,Lost Customers,Re-engagement Emails & Offers
923,Joshua Franco,mooreanthony@king.com,359-301-5654,Sweater,1,4742,4742,2024-02-16,Winter,1,408,4742.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
924,Daniel Baker,braydavid@yahoo.com,161.421.7563x41814,Full-Sleeve Shirt,1,3415,3415,2023-09-28,Autumn,3,549,3415.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
925,Victoria Morales,autumn28@yahoo.com,001-424-156-4978x6353,Blazer,5,4930,24650,2023-10-21,Autumn,3,526,4930.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
926,Jeff Rodriguez,duransarah@love.biz,+1-390-495-5356x611,Full-Sleeve Shirt,1,1771,1771,2024-10-04,Autumn,3,177,1771.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
927,Rodney Carpenter,yrodriguez@yahoo.com,253.920.9948x7194,Loafers,1,3396,3396,2024-10-28,Autumn,3,153,3396.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
928,Kristopher Logan,marie76@yahoo.com,692-215-6613x6727,Jacket,5,614,3070,2024-01-28,Winter,1,427,614.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
929,James Romero,stewarttracy@hotmail.com,969-268-9783x78176,Umbrella,5,1328,6640,2024-07-02,Monsoon,4,271,1328.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
930,Anthony Morris,rpatton@gmail.com,196.007.7260,Blazer,5,2809,14045,2024-10-19,Autumn,3,162,2809.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
931,Samantha Neal,hayesscott@yahoo.com,(847)290-8748,Cardigan,3,3395,10185,2023-11-05,Autumn,3,511,3395.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
932,Terri Griffin,fmoore@ellison-pollard.biz,+1-920-640-6494,Sneakers,5,1859,9295,2024-05-19,Spring,2,315,1859.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
933,Antonio Cameron,bennetthenry@hawkins-colon.org,(639)523-4865x526,Waterproof Shoes,2,2298,4596,2024-06-04,Monsoon,4,299,2298.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
934,Jonathan Gonzalez,kelsey04@hotmail.com,473-911-0124,Sweater,5,4712,23560,2023-12-03,Winter,1,483,4712.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
935,Daniel Garcia,laura08@martinez-wolfe.org,001-741-420-1402,Jacket,5,1491,7455,2023-12-17,Winter,1,469,1491.0,2,Lost Customers,Re-engagement Emails & Offers
936,Lisa Phillips,nharrison@campbell-snyder.com,(368)871-0785,Sneakers,4,4731,18924,2024-04-21,Spring,2,343,4731.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
937,Megan Scott,ramirezconnie@hamilton-foster.net,+1-355-636-3451x8553,Tank Top,3,4905,14715,2024-08-05,Summer,0,237,4905.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
938,Richard Dawson,thomasperez@garner-stevens.org,(557)348-1281,Scarf,1,2078,2078,2024-02-13,Winter,1,411,2078.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
939,Adam Boyer,gonzalezdebra@yahoo.com,+1-395-603-4222x025,Loafers,3,2418,7254,2024-09-17,Autumn,3,194,2418.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
940,Benjamin Freeman,xmcdonald@thompson.org,570-484-8598x58904,Shorts,2,1692,3384,2023-08-26,Summer,0,582,1692.0,2,Lost Customers,Re-engagement Emails & Offers
941,Jennifer Graham,robert88@hotmail.com,(690)591-9107,Raincoat,4,2477,9908,2024-08-28,Monsoon,4,214,2477.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
942,Sharon Williams,sabrina33@williams.com,(860)009-6621x997,Sunglasses,4,4841,19364,2024-07-02,Summer,0,271,4841.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
943,Christopher Cruz,peter15@yahoo.com,955-661-1940x206,Tank Top,4,2020,8080,2023-07-20,Summer,0,619,2020.0,2,Lost Customers,Re-engagement Emails & Offers
944,Morgan Bailey,hernandezmichelle@reynolds.com,001-875-545-0190x77902,Sneakers,3,2512,7536,2024-05-11,Spring,2,323,2512.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
945,Jackie Gray,halltimothy@donovan.com,479.870.0961,Jacket,1,2078,2078,2023-02-28,Winter,1,761,2078.0,2,Lost Customers,Re-engagement Emails & Offers
946,Jose Love,anna01@hotmail.com,677-450-5191,Shorts,4,4384,17536,2023-07-09,Summer,0,630,4384.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
947,Stephanie Nielsen,vazquezvictor@hotmail.com,847-269-5318x79553,Sweater,2,4480,8960,2023-12-19,Winter,1,467,4480.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
948,Donna Mitchell,laura97@hotmail.com,(725)477-2504x45767,Scarf,3,1153,3459,2023-02-21,Winter,1,768,1153.0,2,Lost Customers,Re-engagement Emails & Offers
949,Gabriel Guzman,knappjoshua@gmail.com,+1-367-457-3687x79071,Shorts,3,4067,12201,2024-06-19,Summer,0,284,4067.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
950,Sarah Acosta,mmiller@armstrong.com,642-155-3070x4154,Umbrella,5,2146,10730,2024-07-12,Monsoon,4,261,2146.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
951,Samantha Rodriguez,kennethwilliams@gmail.com,5624080026,Tank Top,1,668,668,2024-06-16,Summer,0,287,668.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
952,Steven Hall,daviddavis@gmail.com,821-375-2287,Cardigan,4,3770,15080,2024-09-08,Autumn,3,203,3770.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
953,Kathy Shelton,emily53@cantrell-walton.org,(159)814-9650x395,Light Jacket,5,3686,18430,2024-04-14,Spring,2,350,3686.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
954,Stephen Johnson,rachelhenderson@lewis-carter.com,+1-472-209-2666,Cardigan,2,3065,6130,2023-10-28,Autumn,3,519,3065.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
955,Edgar Jennings,bethroberts@hotmail.com,305-583-2074x6529,Umbrella,5,4254,21270,2023-08-21,Monsoon,4,587,4254.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
956,Raymond Hill,brentknight@wall.com,506-812-4632x84959,Sneakers,4,2833,11332,2023-05-21,Spring,2,679,2833.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
957,Lori Salazar,rhodesjean@hotmail.com,001-210-620-0644x919,Sweater,4,4977,19908,2024-02-22,Winter,1,402,4977.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
958,Brandon Torres,marie18@williams.com,7456678237,Blazer,3,2553,7659,2024-11-28,Autumn,3,122,2553.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
959,Michelle Houston,anthony46@higgins-andersen.com,974.601.2459x8789,Boots,4,1615,6460,2023-02-03,Winter,1,786,1615.0,2,Lost Customers,Re-engagement Emails & Offers
960,Cynthia Lewis,batesdeanna@gmail.com,774.587.2188,Blazer,5,1809,9045,2024-09-13,Autumn,3,198,1809.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
961,Jenna Harrell,monica15@hotmail.com,399-906-4104x367,Loafers,5,1734,8670,2024-09-15,Autumn,3,196,1734.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
962,Pamela White,wilsonhannah@todd.org,001-758-004-5779x57357,Jeans,2,3641,7282,2024-04-12,Spring,2,352,3641.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
963,Allison Jones,woodwardstephanie@yahoo.com,001-412-098-0316,Light Jacket,5,1989,9945,2023-04-14,Spring,2,716,1989.0,2,Lost Customers,Re-engagement Emails & Offers
964,Veronica Gonzalez,stephanie30@preston.com,(924)720-2356x6055,Full-Sleeve Shirt,4,1912,7648,2024-10-17,Autumn,3,164,1912.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
965,Marc Allen,brian83@williams-olson.com,5685764301,Sandals,5,4024,20120,2023-06-02,Summer,0,667,4024.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
966,Jennifer Adams,jhooper@yahoo.com,781.110.8537,Light Jacket,4,1714,6856,2024-05-21,Spring,2,313,1714.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
967,Lucas Gonzales,tamara75@cline.net,(526)772-6939x888,Tank Top,2,3683,7366,2024-08-28,Summer,0,214,3683.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
968,Lawrence Day,chavezwilliam@brown.net,001-834-380-1816x3299,Jeans,1,4390,4390,2024-03-07,Spring,2,388,4390.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
969,Sheryl Casey,kevin18@clark.com,4513567661,Umbrella,1,2284,2284,2023-07-09,Monsoon,4,630,2284.0,2,Lost Customers,Re-engagement Emails & Offers
970,Theresa Mays,webbjeremy@hotmail.com,9280983083,Sneakers,5,4948,24740,2024-04-10,Spring,2,354,4948.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
971,Gerald Fox,flane@hughes.org,001-495-572-3839,Sweater,3,4066,12198,2024-02-20,Winter,1,404,4066.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
972,Ann Hall,sarah99@yahoo.com,451.813.8427,Waterproof Shoes,3,1097,3291,2023-07-15,Monsoon,4,624,1097.0,2,Lost Customers,Re-engagement Emails & Offers
973,Joshua Wallace,nathaniel21@hotmail.com,+1-824-414-3116x336,T-Shirt,1,2752,2752,2024-05-10,Spring,2,324,2752.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
974,Jacob Gonzales,norrisvictor@hotmail.com,5421653343,Umbrella,2,1913,3826,2023-08-12,Monsoon,4,596,1913.0,2,Lost Customers,Re-engagement Emails & Offers
975,David Walker,maurice01@hotmail.com,860-478-9963x647,Scarf,3,2773,8319,2024-12-04,Winter,1,116,2773.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
976,Anthony Macdonald,danielanderson@gmail.com,(926)329-3209x8480,Raincoat,5,2084,10420,2023-07-02,Monsoon,4,637,2084.0,2,Lost Customers,Re-engagement Emails & Offers
977,Mark Hartman,bmiller@hotmail.com,234-872-2867x0856,Scarf,3,3814,11442,2024-02-02,Winter,1,422,3814.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
978,Samantha Jones,lroman@yahoo.com,+1-756-113-7269x4774,Sneakers,3,1700,5100,2024-05-23,Spring,2,311,1700.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
979,Barbara Wilson,ericawheeler@gmail.com,+1-890-449-4148x24880,T-Shirt,3,4011,12033,2024-05-15,Spring,2,319,4011.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
980,Pamela Thompson,colemanjoy@maldonado.com,(131)989-7905x46151,Boots,1,3808,3808,2024-01-10,Winter,1,445,3808.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
981,Chase Drake,donna42@gmail.com,625.404.7485x05284,Tank Top,3,3682,11046,2023-06-17,Summer,0,652,3682.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
982,Savannah Webb,christinarivera@knapp-harris.com,+1-820-314-6633x25688,Waterproof Shoes,4,4104,16416,2023-06-24,Monsoon,4,645,4104.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
983,Katrina Gilbert,jonathonmccarthy@jackson.com,485-533-1738x46503,Light Jacket,5,3426,17130,2024-03-22,Spring,2,373,3426.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
984,Rebecca Hill,adam38@evans.com,872.388.1406,Sweater,5,2522,12610,2023-12-03,Winter,1,483,2522.0,2,Lost Customers,Re-engagement Emails & Offers
985,Matthew Larson,cunninghamsean@yahoo.com,+1-354-336-5829x37260,T-Shirt,4,1763,7052,2024-05-01,Spring,2,333,1763.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
986,Jeffery Ballard,steven06@boyd.com,598.957.6584x34793,Sweater,1,3889,3889,2023-01-21,Winter,1,799,3889.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
987,Erika Mcgee,webbmaria@hotmail.com,001-549-387-8983,T-Shirt,2,4380,8760,2024-04-11,Spring,2,353,4380.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
988,Courtney Gilbert,tyler88@hotmail.com,(166)195-1875,Waterproof Shoes,1,4571,4571,2024-09-15,Monsoon,4,196,4571.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
989,Jessica Palmer,milleradam@hotmail.com,5105873851,Sneakers,2,654,1308,2024-03-25,Spring,2,370,654.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
990,Peter Turner,joshua65@rowland.com,797.725.2968x2389,Blazer,3,859,2577,2023-10-03,Autumn,3,544,859.0,2,Lost Customers,Re-engagement Emails & Offers
991,Susan Hernandez DDS,kmyers@hotmail.com,2105284233,T-Shirt,3,796,2388,2024-03-14,Spring,2,381,796.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
992,Kristin Harris,charles49@yahoo.com,710-797-6879,Umbrella,5,4257,21285,2024-09-12,Monsoon,4,199,4257.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
993,Christina Fields,patricia21@gmail.com,807-383-5653,Sweater,4,839,3356,2024-02-17,Winter,1,407,839.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
994,Willie Reid,tonya71@yahoo.com,053.256.3188x4448,Raincoat,4,3502,14008,2023-08-03,Monsoon,4,605,3502.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
995,Susan Li,jilljohnson@yahoo.com,959-784-4259,Jeans,3,3377,10131,2024-05-04,Spring,2,330,3377.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
996,Kevin Martinez,dpeterson@green-snyder.com,+1-160-840-0583,Cardigan,4,2372,9488,2024-10-25,Autumn,3,156,2372.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
997,Ann Taylor,johnny49@klein.com,001-543-451-3096x240,Loafers,5,3845,19225,2023-09-13,Autumn,3,564,3845.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
998,Phyllis Malone,saraortiz@hotmail.com,(591)282-1144x763,Blazer,3,2478,7434,2023-10-28,Autumn,3,519,2478.0,2,Lost Customers,Re-engagement Emails & Offers
999,Brandy Sandoval,wmorris@yahoo.com,297-812-4443,Sweater,3,1270,3810,2024-01-25,Winter,1,430,1270.0,2,Lost Customers,Re-engagement Emails & Offers
1000,Stacy Nelson,dennisjohnston@yahoo.com,+1-160-195-0466x066,Tank Top,4,2762,11048,2024-08-14,Summer,0,228,2762.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1001,Shawn Howard,brogers@gmail.com,655.218.4739x9610,Waterproof Shoes,4,4913,19652,2024-06-10,Monsoon,4,293,4913.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1002,Kathryn Huang,robert38@yahoo.com,001-636-756-7136x2754,Sunglasses,5,2322,11610,2023-06-22,Summer,0,647,2322.0,2,Lost Customers,Re-engagement Emails & Offers
1003,Regina Turner,nicole01@velazquez-campos.com,(924)204-0628x716,Raincoat,2,4771,9542,2024-08-12,Monsoon,4,230,4771.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1004,Jordan Bright,wallsnicole@rios.com,377-929-3187,Sunglasses,3,2875,8625,2023-07-15,Summer,0,624,2875.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1005,Mark Avila,hickscraig@jefferson-perkins.com,547.261.1585,Tank Top,1,3329,3329,2023-07-28,Summer,0,611,3329.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1006,Shannon Banks,emilybush@patterson-shannon.biz,892.522.8735x40850,Jeans,1,2925,2925,2024-03-12,Spring,2,383,2925.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1007,Gary Mills,adamsrhonda@gmail.com,972.960.0409x8522,Loafers,3,2789,8367,2024-10-25,Autumn,3,156,2789.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1008,Annette Payne,awood@welch.biz,506-229-1256,Boots,3,2308,6924,2025-12-12,Winter,1,-257,2308.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1009,Crystal Hill,bellsandra@yahoo.com,469.034.7039x639,Jeans,5,1270,6350,2024-03-28,Spring,2,367,1270.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1010,Jerome Smith,lucas72@andrade.com,(901)787-8593x112,Sunglasses,2,3792,7584,2023-08-15,Summer,0,593,3792.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1011,Linda Parker,rwhite@wilson-krause.net,433-114-7256x803,Sunglasses,5,3106,15530,2024-07-19,Summer,0,254,3106.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1012,Brianna Wood,erica95@thomas.com,001-237-534-5254x1898,Cardigan,3,3928,11784,2023-11-21,Autumn,3,495,3928.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1013,Amanda Pena,robin78@gmail.com,001-227-597-3130x511,Shorts,2,2904,5808,2024-06-08,Summer,0,295,2904.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
